PolicyNumber,PolicyType,Sex,Age,MaritalStatus,DriverRating,PastClaims,Deductible,AddressChange,VehicleCategory,Make,VehicleAge,VehiclePrice,AgentType,RepNumber,Year,Month,Week,Day,CarsInvolved,CollisionArea,Fault,InforceAccident,WitnessPresent,PoliceReport,MonthClaimed,WeekClaimed,DayClaimed,InforceClaim,Claim,Fraud
14117,Liability,Male,29,Married,2,1,400,0,Sport,Mazda,4,30000 to 39000,External,6,2023,Apr,2,Saturday,1,Urban,Third Party,>30,No,No,Apr,3,Tuesday,>30,53588.10536,0
14119,All Perils,Female,43,Single,1,1,400,0,Sedan,Toyota,6,20000 to 29000,External,1,2023,Apr,1,Sunday,1,Urban,Policyholder,>30,No,No,Apr,1,Tuesday,>30,1123.695981,0
14120,Liability,Female,55,Married,2,2 to 4,400,0,Sport,Hyundai,>7,30000 to 39000,External,6,2023,Apr,1,Monday,1,Urban,Policyholder,>30,No,No,Apr,2,Thursday,>30,67031.36799,0
14121,Liability,Male,28,Single,1,2 to 4,400,0,Sport,Mazda,6,20000 to 29000,External,1,2023,Apr,1,Saturday,1,Urban,Policyholder,>30,No,No,Apr,2,Tuesday,>30,7977.438154,0
14122,Collision,Male,70,Married,1,0,400,0,Sedan,Hyundai,>7,30000 to 39000,External,15,2023,Mar,5,Monday,1,Urban,Third Party,>30,No,No,Apr,1,Monday,>30,1538.037151,0
14124,Collision,Male,48,Married,2,2 to 4,400,0,Sedan,Honda,>7,30000 to 39000,External,2,2023,Mar,4,Thursday,1,Urban,Policyholder,>30,No,No,Apr,1,Monday,>30,69101.98195,0
14125,Collision,Male,42,Married,3,0,400,0,Sedan,Honda,7,>69000,External,11,2023,Mar,3,Friday,1,Urban,Policyholder,>30,No,No,Mar,3,Friday,>30,62060.96345,0
14126,All Perils,Male,57,Married,2,1,400,0,Sedan,Hyundai,7,<20000,External,10,2023,Aug,3,Friday,1,Urban,Third Party,>30,No,No,Aug,3,Friday,>30,6241.311042,0
14127,All Perils,Male,26,Married,3,0,400,0,Sedan,Hyundai,6,20000 to 29000,External,10,2023,Aug,3,Friday,1,Urban,Policyholder,>30,No,No,Aug,4,Monday,>30,2048.032909,1
14128,Collision,Male,31,Married,4,>4,500,2 to 3,Sedan,Honda,6,20000 to 29000,External,6,2023,Feb,3,Tuesday,1,Urban,Third Party,>30,No,No,Feb,3,Friday,>30,10791.3632,1
14129,Liability,Male,43,Married,1,>4,400,0,Sport,Hyundai,7,20000 to 29000,External,15,2023,Feb,3,Monday,1,Urban,Policyholder,>30,No,No,Feb,3,Tuesday,>30,31237.58572,0
14130,Liability,Male,41,Married,3,>4,400,0,Sport,Honda,7,20000 to 29000,External,9,2023,Feb,2,Tuesday,5 to 8,Urban,Policyholder,>30,No,No,Feb,2,Wednesday,>30,46629.10116,0
14131,Collision,Male,31,Married,4,2 to 4,400,0,Sedan,Hyundai,7,20000 to 29000,External,6,2023,Feb,1,Friday,1,Rural,Policyholder,>30,No,No,Feb,1,Friday,>30,4137.818914,0
14132,Liability,Male,27,Married,1,2 to 4,400,0,Sport,Hyundai,7,20000 to 29000,External,6,2023,Feb,1,Tuesday,1,Urban,Policyholder,>30,No,No,Feb,2,Thursday,>30,3648.154908,0
14134,Collision,Female,31,Married,4,1,400,4 to 8,Sedan,Mazda,6,30000 to 39000,External,3,2023,Aug,3,Friday,2,Urban,Policyholder,>30,No,No,Aug,4,Monday,>30,20994.0791,1
14135,Collision,Male,54,Married,1,1,400,0,Sedan,Hyundai,>7,20000 to 29000,External,13,2023,Oct,3,Friday,1,Urban,Policyholder,>30,No,No,Jan,4,Tuesday,>30,5111.865102,0
14136,All Perils,Male,72,Married,2,0,400,0,Sedan,Hyundai,>7,20000 to 29000,External,5,2023,May,2,Friday,1,Urban,Policyholder,>30,No,No,May,3,Saturday,>30,693.5115464,0
14137,Liability,Male,35,Single,2,>4,400,0,Sport,Mazda,6,30000 to 39000,External,11,2023,Jul,1,Monday,1,Urban,Policyholder,>30,No,No,Jul,1,Monday,>30,66390.23369,0
14138,All Perils,Male,33,Married,1,2 to 4,400,0,Sedan,Kia,7,30000 to 39000,External,5,2023,Aug,5,Wednesday,1,Urban,Policyholder,>30,No,No,Sep,1,Friday,>30,99231.46621,0
14140,Liability,Female,64,Married,1,1,400,0,Sport,Toyota,>7,20000 to 29000,External,9,2023,Nov,3,Thursday,1,Urban,Policyholder,>30,No,No,Nov,3,Friday,>30,8293.931599,0
14143,Liability,Male,42,Married,2,2 to 4,400,0,Sport,Chevrolet,7,30000 to 39000,External,11,2023,Jul,1,Wednesday,1,Rural,Policyholder,>30,No,No,Jul,3,Wednesday,>30,83591.43319,0
14145,All Perils,Male,43,Married,2,0,400,0,Sedan,Toyota,6,>69000,External,10,2023,Oct,2,Monday,1,Rural,Policyholder,>30,No,No,Oct,3,Thursday,>30,50265.56826,0
14146,All Perils,Male,23,Single,2,2 to 4,400,0,Sedan,Toyota,5,<20000,External,7,2023,Aug,2,Friday,3 to 4,Rural,Third Party,>30,No,No,Aug,5,Wednesday,>30,4830.468472,0
14147,Liability,Male,51,Married,3,2 to 4,400,0,Sport,Toyota,>7,>69000,External,12,2023,Apr,2,Thursday,1,Urban,Policyholder,>30,No,No,Apr,3,Tuesday,>30,69029.5914,0
14148,Liability,Male,44,Married,3,2 to 4,400,0,Sport,Mazda,7,20000 to 29000,External,3,2023,Dec,3,Monday,1,Urban,Policyholder,>30,No,No,Dec,3,Monday,>30,1475.059785,0
14149,Collision,Male,28,Single,1,1,400,0,Sedan,Hyundai,7,30000 to 39000,External,16,2023,Aug,3,Saturday,1,Rural,Third Party,>30,Yes,Yes,Sep,2,Friday,>30,55178.634,0
14150,Liability,Male,43,Married,4,>4,400,0,Sport,Toyota,>7,>69000,External,2,2023,Sep,4,Monday,1,Urban,Third Party,>30,No,No,Sep,4,Monday,>30,59263.70243,0
14151,Collision,Male,29,Single,2,>4,400,0,Sedan,Mazda,6,30000 to 39000,External,16,2023,Apr,3,Wednesday,1,Urban,Policyholder,>30,No,No,May,2,Thursday,>30,53715.13864,0
14153,Collision,Male,52,Married,4,0,400,0,Sedan,Hyundai,>7,20000 to 29000,External,4,2023,Jul,1,Friday,1,Urban,Policyholder,>30,No,No,Jul,1,Tuesday,>30,2002.815587,0
14155,All Perils,Male,39,Single,4,0,400,4 to 8,Sedan,Hyundai,3,<20000,External,15,2023,Aug,2,Wednesday,2,Urban,Third Party,>30,No,No,Aug,2,Friday,>30,744.1065539,0
14157,Liability,Male,53,Married,3,2 to 4,400,0,Sport,Toyota,7,30000 to 39000,External,4,2023,Mar,3,Wednesday,1,Urban,Policyholder,>30,No,No,Mar,3,Wednesday,>30,12912.03231,0
14158,All Perils,Male,26,Single,4,0,400,0,Sedan,Hyundai,6,<20000,External,14,2023,Oct,3,Saturday,1,Urban,Policyholder,>30,No,No,Oct,3,Monday,>30,3683.641009,0
14161,Collision,Male,62,Married,4,2 to 4,400,0,Sedan,Toyota,>7,20000 to 29000,External,12,2023,Dec,5,Thursday,1,Urban,Policyholder,>30,No,No,Jan,4,Tuesday,>30,9126.373974,0
14163,Collision,Male,55,Married,2,2 to 4,400,0,Sedan,Hyundai,>7,20000 to 29000,External,13,2023,May,2,Sunday,1,Urban,Third Party,>30,No,No,May,3,Tuesday,>30,6744.663293,0
14164,Liability,Female,42,Single,4,2 to 4,400,0,Sport,Honda,7,20000 to 29000,External,10,2023,Apr,2,Monday,1,Urban,Third Party,>30,No,No,Apr,2,Tuesday,>30,1568.192697,0
14167,All Perils,Male,35,Single,3,2 to 4,400,0,Sedan,Chevrolet,7,30000 to 39000,External,15,2023,Sep,2,Wednesday,1,Urban,Policyholder,>30,No,No,Sep,2,Thursday,>30,17361.94558,0
14168,Collision,Male,55,Married,4,0,700,0,Sedan,Honda,>7,30000 to 39000,External,16,2023,Sep,2,Wednesday,1,Urban,Policyholder,>30,No,No,Oct,3,Wednesday,>30,1589.989122,0
14169,Liability,Male,42,Married,3,2 to 4,400,0,Sport,Mazda,7,30000 to 39000,External,3,2023,Aug,5,Tuesday,1,Urban,Policyholder,>30,No,No,Aug,5,Tuesday,>30,17961.50392,0
14170,All Perils,Male,59,Married,4,0,400,0,Sedan,Ford,7,<20000,External,7,2023,Sep,4,Friday,1,Urban,Third Party,>30,No,No,Sep,4,Tuesday,>30,6529.23713,0
14171,All Perils,Male,79,Married,4,0,400,0,Sedan,Toyota,7,20000 to 29000,External,1,2023,Sep,2,Friday,1,Urban,Policyholder,>30,No,No,Sep,2,Tuesday,>30,2949.685723,0
14172,All Perils,Male,66,Married,4,0,400,0,Sedan,Toyota,>7,<20000,External,9,2023,Sep,2,Saturday,1,Urban,Policyholder,>30,No,No,Sep,3,Thursday,>30,9420.044042,0
14174,Collision,Male,29,Married,4,0,400,0,Sedan,Ford,5,40000 to 59000,External,13,2023,Mar,2,Tuesday,1,Urban,Policyholder,>30,No,Yes,Mar,2,Tuesday,>30,9696.374559,0
14178,Liability,Male,51,Married,3,1,400,0,Sport,Toyota,>7,30000 to 39000,External,6,2023,Jun,4,Monday,1,Urban,Policyholder,>30,No,No,Jun,5,Wednesday,>30,45953.87423,0
14179,Liability,Female,45,Married,3,2 to 4,500,2 to 3,Sport,Hyundai,7,30000 to 39000,External,16,2023,Jun,4,Sunday,1,Urban,Policyholder,>30,No,No,Jul,1,Tuesday,>30,13709.81805,0
14180,Liability,Male,68,Married,4,>4,400,0,Sport,Hyundai,>7,30000 to 39000,External,15,2023,Jul,4,Tuesday,1,Urban,Policyholder,>30,No,No,Jul,4,Wednesday,>30,12450.48106,0
14181,Liability,Female,43,Single,2,2 to 4,400,0,Sport,Honda,7,>69000,External,8,2023,Nov,3,Saturday,1,Urban,Policyholder,>30,No,No,Nov,3,Monday,>30,57741.21514,0
14182,Liability,Male,66,Married,2,2 to 4,400,0,Sport,Mazda,>7,<20000,External,11,2023,Nov,3,Wednesday,1,Urban,Policyholder,>30,No,No,Nov,3,Monday,>30,8485.246974,0
14184,All Perils,Male,68,Married,4,1,400,0,Sedan,Toyota,>7,30000 to 39000,External,3,2023,Nov,3,Wednesday,1,Urban,Third Party,>30,No,No,Nov,3,Wednesday,>30,30777.90234,0
14185,Liability,Male,50,Married,4,2 to 4,400,0,Sport,VW,>7,40000 to 59000,External,14,2023,Nov,2,Saturday,1,Urban,Third Party,>30,No,No,Nov,2,Monday,>30,13846.07578,0
14186,All Perils,Male,57,Married,3,0,400,0,Sedan,Toyota,>7,<20000,External,1,2023,Oct,5,Tuesday,1,Urban,Third Party,>30,No,No,Nov,1,Thursday,>30,3098.113963,0
14187,Collision,Male,41,Married,2,0,400,0,Sedan,Honda,7,30000 to 39000,External,12,2023,Oct,4,Thursday,3 to 4,Rural,Third Party,>30,No,No,Oct,4,Thursday,>30,9485.877371,0
14188,Collision,Male,32,Single,3,2 to 4,400,0,Sedan,Hyundai,6,30000 to 39000,External,15,2023,Jul,4,Saturday,1,Urban,Third Party,>30,No,No,Jul,4,Monday,>30,17547.32976,0
14190,Liability,Male,41,Married,4,>4,400,0,Sport,Chevrolet,7,>69000,External,3,2023,Jul,3,Monday,1,Urban,Policyholder,>30,No,No,Jul,3,Tuesday,>30,64586.61862,0
14191,Collision,Male,26,Married,4,1,400,0,Sedan,Chevrolet,7,20000 to 29000,External,13,2023,Jun,3,Monday,1,Rural,Third Party,>30,No,No,Jun,3,Tuesday,>30,1603.491303,0
14192,Liability,Male,43,Married,4,>4,400,0,Sport,Honda,6,30000 to 39000,External,11,2023,Jun,3,Monday,1,Urban,Policyholder,>30,No,No,Jun,3,Tuesday,>30,38557.12079,0
14196,Collision,Male,62,Married,4,0,400,0,Sedan,VW,>7,>69000,External,9,2023,Apr,1,Saturday,1,Urban,Policyholder,>30,No,No,Apr,1,Monday,>30,82440.20837,0
14198,All Perils,Male,20,Single,3,1,400,0,Sedan,Mazda,3,20000 to 29000,External,4,2023,Mar,4,Thursday,1,Urban,Third Party,15 to 30,No,No,Mar,5,Tuesday,>30,649.9843721,0
14199,All Perils,Male,26,Single,2,0,400,0,Sedan,Toyota,6,>69000,External,10,2023,Mar,2,Friday,1,Urban,Policyholder,>30,No,No,Mar,2,Monday,>30,73961.69079,0
14200,All Perils,Male,43,Married,4,2 to 4,400,0,Sedan,Honda,4,20000 to 29000,External,10,2023,Mar,1,Thursday,1,Urban,Policyholder,>30,No,No,Mar,1,Monday,>30,1891.163875,0
14201,Collision,Male,57,Married,4,0,400,0,Sedan,Dodge,>7,20000 to 29000,External,3,2023,Feb,4,Monday,5 to 8,Urban,Policyholder,>30,No,No,Mar,1,Wednesday,>30,9606.805134,0
14202,Liability,Male,76,Married,4,1,400,0,Sport,Mazda,>7,20000 to 29000,External,6,2023,Feb,2,Wednesday,1,Urban,Policyholder,>30,No,No,Feb,2,Wednesday,>30,3119.621657,0
14203,Liability,Male,46,Married,2,1,400,0,Sport,Chevrolet,7,40000 to 59000,External,14,2023,Feb,2,Wednesday,1,Urban,Policyholder,>30,No,No,Feb,2,Friday,>30,78038.20057,0
14204,Collision,Male,28,Single,1,2 to 4,400,0,Sport,Mazda,6,>69000,External,16,2023,Dec,3,Wednesday,1,Urban,Third Party,>30,No,No,Dec,4,Thursday,>30,52942.99271,0
14206,All Perils,Male,63,Married,3,2 to 4,400,0,Utility,Hyundai,6,>69000,External,15,2023,Oct,5,Sunday,1,Urban,Policyholder,>30,No,No,Nov,1,Tuesday,>30,50653.91045,0
14207,All Perils,Male,29,Married,3,2 to 4,400,0,Sedan,Honda,6,20000 to 29000,External,10,2023,Oct,3,Tuesday,1,Urban,Third Party,>30,No,No,Oct,4,Thursday,>30,3065.140983,0
14208,Liability,Male,36,Married,1,0,400,0,Sport,Honda,7,20000 to 29000,External,5,2023,Oct,3,Saturday,1,Urban,Third Party,>30,No,No,Oct,4,Wednesday,>30,9512.002216,0
14210,Liability,Male,40,Single,3,>4,400,0,Sport,Honda,5,20000 to 29000,External,16,2023,Jul,2,Tuesday,1,Rural,Policyholder,8 to 15,No,No,Jul,3,Thursday,15 to 30,18614.60095,0
14214,Collision,Male,41,Married,1,1,400,0,Sedan,Mazda,7,20000 to 29000,External,5,2023,May,2,Monday,1,Urban,Policyholder,>30,No,No,May,2,Wednesday,>30,1682.025767,0
14215,All Perils,Male,32,Single,3,1,400,0,Sedan,Dodge,7,30000 to 39000,External,9,2023,Mar,4,Tuesday,1,Urban,Third Party,>30,No,No,Apr,1,Friday,>30,10466.62203,0
14216,All Perils,Male,46,Married,2,2 to 4,400,0,Sedan,Hyundai,>7,20000 to 29000,External,9,2023,Mar,2,Monday,1,Urban,Policyholder,>30,No,No,Mar,3,Tuesday,>30,865.5416605,0
14219,Collision,Female,35,Married,2,0,400,0,Sedan,Mazda,7,20000 to 29000,External,5,2023,Mar,1,Tuesday,1,Urban,Third Party,>30,No,No,Mar,1,Thursday,>30,4722.679656,0
14220,Liability,Female,72,Single,2,2 to 4,400,0,Sport,Hyundai,>7,20000 to 29000,External,1,2023,Feb,4,Thursday,1,Urban,Policyholder,>30,No,No,Mar,1,Thursday,>30,5253.56398,0
14221,Liability,Female,31,Married,3,2 to 4,400,0,Sport,Mazda,6,30000 to 39000,External,7,2023,Feb,3,Friday,1,Urban,Policyholder,>30,No,No,Feb,4,Tuesday,>30,13178.58436,0
14223,Liability,Male,16,Single,4,2 to 4,400,0,Sport,Honda,0,>69000,External,1,2023,Jan,2,Tuesday,1,Urban,Policyholder,>30,No,No,Jan,3,Wednesday,>30,54147.20791,0
14224,Collision,Male,39,Married,3,0,400,0,Sedan,Hyundai,7,>69000,External,9,2023,Aug,4,Friday,1,Urban,Policyholder,0,No,No,Dec,1,Friday,>30,96853.04458,1
14225,All Perils,Male,64,Married,3,1,400,0,Sedan,Chevrolet,>7,20000 to 29000,External,12,2023,Mar,4,Saturday,1,Rural,Policyholder,>30,No,No,Oct,1,Monday,>30,7197.34315,0
14226,All Perils,Female,26,Single,4,2 to 4,400,0,Sedan,Toyota,6,<20000,External,6,2023,Apr,3,Sunday,1,Urban,Third Party,>30,No,No,Apr,4,Friday,>30,2229.306402,0
14227,All Perils,Male,63,Married,3,0,400,0,Sedan,Toyota,>7,20000 to 29000,External,7,2023,Oct,3,Sunday,1,Urban,Third Party,>30,No,No,Oct,3,Monday,>30,9643.178638,0
14228,Collision,Male,45,Married,4,2 to 4,400,0,Sedan,VW,7,40000 to 59000,External,6,2023,Jul,2,Thursday,3 to 4,Urban,Policyholder,>30,No,No,Jul,2,Thursday,>30,37798.93833,0
14229,All Perils,Male,44,Married,3,2 to 4,400,0,Sedan,Acura,7,20000 to 29000,External,12,2023,Oct,3,Friday,1,Urban,Policyholder,>30,No,No,Nov,4,Wednesday,>30,1291.754814,0
14231,Liability,Female,45,Married,4,2 to 4,400,0,Sport,Chevrolet,7,>69000,External,15,2023,Jul,3,Thursday,1,Urban,Third Party,>30,No,No,Nov,5,Tuesday,>30,86797.1844,0
14232,Liability,Male,54,Married,4,1,400,0,Sport,Honda,>7,20000 to 29000,External,4,2023,Jul,4,Thursday,1,Urban,Third Party,>30,No,No,Aug,2,Friday,>30,6064.073648,0
14233,Collision,Male,35,Single,3,1,400,0,Sedan,Mazda,6,30000 to 39000,External,14,2023,Jul,3,Wednesday,1,Urban,Policyholder,>30,No,No,Aug,4,Wednesday,>30,22867.05289,0
14234,Liability,Male,42,Married,4,1,400,0,Sport,Acura,7,30000 to 39000,External,12,2023,Mar,2,Sunday,1,Urban,Policyholder,>30,No,No,Apr,2,Monday,>30,21115.84292,0
14235,Liability,Male,49,Married,3,0,400,0,Sport,Hyundai,>7,20000 to 29000,External,10,2023,Feb,2,Monday,1,Urban,Policyholder,>30,No,No,Feb,2,Monday,>30,6825.473832,0
14236,Liability,Male,37,Widow,1,>4,400,0,Sport,Toyota,7,30000 to 39000,External,15,2023,Mar,1,Wednesday,1,Urban,Policyholder,>30,No,No,Mar,1,Thursday,>30,55526.06942,0
14237,Liability,Male,31,Married,3,>4,400,0,Sport,Hyundai,7,30000 to 39000,External,2,2023,Mar,2,Sunday,1,Urban,Policyholder,>30,No,No,Mar,3,Tuesday,>30,22866.66692,0
14238,Liability,Male,41,Married,3,2 to 4,400,0,Sport,Chevrolet,7,20000 to 29000,External,13,2023,Mar,4,Sunday,1,Rural,Policyholder,>30,No,No,Mar,5,Monday,>30,2536.391436,0
14239,Liability,Male,37,Married,4,1,400,4 to 8,Sport,Toyota,>7,30000 to 39000,External,14,2023,Apr,4,Wednesday,2,Urban,Policyholder,>30,No,No,May,1,Tuesday,>30,21803.20611,0
14241,All Perils,Male,27,Single,2,0,400,0,Sedan,Hyundai,6,20000 to 29000,External,10,2023,Jun,3,Tuesday,1,Urban,Third Party,>30,No,No,Jun,3,Wednesday,>30,1043.443994,0
14243,Collision,Male,39,Single,2,0,400,0,Sedan,Chevrolet,>7,20000 to 29000,External,3,2023,Jun,4,Sunday,1,Urban,Policyholder,>30,No,No,Jun,4,Monday,>30,1512.528581,0
14244,Collision,Female,27,Single,2,1,400,0,Sedan,Hyundai,7,30000 to 39000,External,16,2023,Jun,5,Thursday,1,Urban,Policyholder,>30,No,No,Sep,2,Monday,>30,57166.76095,0
14245,All Perils,Female,34,Married,1,0,400,0,Sedan,Hyundai,4,<20000,External,11,2023,Jul,1,Sunday,1,Urban,Policyholder,>30,No,No,Jul,4,Wednesday,>30,1649.872728,0
14246,Collision,Male,35,Married,4,2 to 4,400,0,Sedan,Chevrolet,6,20000 to 29000,External,14,2023,Jul,4,Wednesday,1,Rural,Policyholder,>30,No,No,Jul,5,Thursday,>30,3588.601936,0
14248,Liability,Male,33,Single,4,0,400,0,Sport,Honda,6,20000 to 29000,External,16,2023,Nov,1,Wednesday,1,Urban,Policyholder,8 to 15,No,No,Nov,1,Thursday,15 to 30,3350.293682,0
14249,Collision,Male,16,Single,2,0,400,0,Sedan,Honda,0,>69000,External,5,2023,Aug,4,Sunday,1,Urban,Policyholder,>30,No,No,Sep,1,Friday,>30,82211.85926,1
14250,All Perils,Male,64,Married,3,1,400,0,Sedan,Hyundai,7,30000 to 39000,External,3,2023,Nov,5,Monday,1,Urban,Third Party,>30,No,No,Dec,1,Thursday,>30,17756.18541,0
14254,Collision,Male,34,Married,3,>4,400,0,Sedan,Hyundai,7,40000 to 59000,External,4,2023,Mar,1,Saturday,1,Urban,Policyholder,>30,No,No,Mar,4,Tuesday,>30,20968.30524,0
14255,Liability,Male,30,Married,1,2 to 4,400,0,Sport,Chevrolet,7,40000 to 59000,External,4,2023,Mar,2,Tuesday,1,Urban,Policyholder,>30,No,No,Mar,2,Tuesday,>30,50650.30854,0
14256,Collision,Male,41,Married,2,0,400,0,Sedan,Hyundai,7,30000 to 39000,External,11,2023,Apr,3,Sunday,1,Urban,Policyholder,>30,No,No,Apr,3,Thursday,>30,2785.52168,0
14257,Liability,Male,44,Married,4,2 to 4,400,0,Sport,Chevrolet,7,20000 to 29000,External,12,2023,May,3,Saturday,1,Urban,Policyholder,>30,No,No,Jul,1,Thursday,>30,6318.223199,0
14259,Collision,Female,29,Married,3,0,400,0,Sedan,Mazda,6,20000 to 29000,External,14,2023,Jul,3,Friday,1,Urban,Policyholder,>30,No,No,Jul,3,Thursday,>30,5231.156304,0
14261,Collision,Female,22,Single,2,0,400,0,Sedan,Toyota,3,<20000,External,11,2023,Jul,3,Sunday,1,Urban,Policyholder,>30,No,No,Jul,3,Monday,>30,1657.753061,0
14263,Collision,Female,39,Married,4,2 to 4,400,0,Sedan,Acura,7,30000 to 39000,External,7,2023,Sep,4,Tuesday,1,Rural,Policyholder,>30,No,No,Sep,4,Wednesday,>30,14516.97703,0
14264,Collision,Male,41,Married,3,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,14,2023,Nov,2,Wednesday,1,Urban,Policyholder,>30,No,No,Nov,2,Friday,>30,5287.012264,0
14265,Liability,Female,34,Single,3,0,400,0,Sport,Toyota,6,20000 to 29000,External,2,2023,Nov,3,Tuesday,1,Urban,Policyholder,>30,No,No,Nov,3,Tuesday,>30,8099.805989,0
14266,Collision,Male,55,Married,3,>4,400,0,Sedan,Hyundai,>7,30000 to 39000,Internal,12,2023,Nov,4,Monday,1,Urban,Policyholder,>30,No,No,Nov,4,Monday,>30,31333.92118,0
14267,Liability,Male,28,Single,2,0,400,0,Sport,Honda,7,20000 to 29000,External,3,2023,Nov,5,Tuesday,1,Urban,Policyholder,>30,No,No,Nov,5,Tuesday,>30,2890.930257,0
14269,All Perils,Male,65,Married,1,2 to 4,400,0,Sedan,Toyota,>7,<20000,External,10,2023,Sep,3,Wednesday,3 to 4,Urban,Third Party,>30,No,No,Sep,4,Thursday,>30,8709.668995,0
14270,All Perils,Male,51,Married,4,>4,400,0,Utility,Acura,>7,30000 to 39000,External,1,2023,Jul,3,Wednesday,1,Urban,Policyholder,>30,No,No,Jul,4,Monday,>30,11750.80296,0
14271,Collision,Male,33,Single,1,>4,400,0,Sedan,Toyota,6,20000 to 29000,External,9,2023,Jul,3,Saturday,1,Urban,Third Party,>30,No,No,Aug,1,Tuesday,>30,28025.35168,0
14275,Collision,Male,62,Married,1,2 to 4,400,0,Sedan,Toyota,>7,30000 to 39000,External,3,2023,Apr,4,Tuesday,1,Urban,Policyholder,>30,No,No,May,2,Monday,>30,73788.86471,0
14276,Liability,Male,71,Married,2,2 to 4,400,0,Sport,Hyundai,6,20000 to 29000,External,3,2023,Mar,4,Friday,1,Urban,Policyholder,>30,No,No,Mar,4,Monday,>30,4905.339641,0
14278,Collision,Male,41,Single,4,0,400,0,Sport,Honda,7,>69000,External,7,2023,Mar,4,Thursday,1,Urban,Policyholder,>30,No,No,May,3,Tuesday,>30,51406.00074,0
14279,Liability,Female,50,Married,3,1,400,0,Sport,Hyundai,>7,20000 to 29000,External,13,2023,Feb,5,Tuesday,1,Urban,Policyholder,>30,No,No,Mar,1,Thursday,>30,3926.096285,0
14280,Collision,Male,53,Married,2,2 to 4,400,0,Sedan,Honda,4,20000 to 29000,External,5,2023,Jan,3,Tuesday,1,Urban,Policyholder,>30,No,No,Jan,3,Wednesday,>30,7205.369122,0
14282,Collision,Female,27,Married,2,0,400,0,Sedan,Hyundai,5,20000 to 29000,External,5,2023,Nov,1,Saturday,1,Urban,Policyholder,>30,No,No,Nov,4,Monday,>30,2450.157706,0
14283,Liability,Male,31,Single,2,2 to 4,400,0,Sport,Mazda,7,30000 to 39000,External,12,2023,Nov,1,Tuesday,1,Rural,Third Party,>30,No,Yes,Nov,1,Friday,>30,54029.94663,0
14284,All Perils,Male,74,Married,1,0,400,0,Sedan,VW,>7,20000 to 29000,External,16,2023,Sep,1,Monday,1,Urban,Policyholder,>30,No,No,Sep,2,Friday,>30,2527.778011,0
14285,Liability,Male,27,Single,2,>4,400,0,Sport,Hyundai,7,30000 to 39000,External,10,2023,Aug,5,Sunday,1,Urban,Policyholder,>30,No,No,Aug,5,Tuesday,>30,85807.90551,0
14286,Liability,Female,26,Single,4,>4,400,0,Sport,Hyundai,6,20000 to 29000,External,5,2023,Aug,5,Monday,1,Urban,Policyholder,>30,No,No,Aug,5,Monday,>30,15098.03843,0
14287,Liability,Female,36,Single,3,0,400,0,Sport,Hyundai,7,20000 to 29000,External,14,2023,Jul,1,Wednesday,1,Urban,Policyholder,>30,No,No,Jul,3,Tuesday,>30,4096.228735,0
14289,Collision,Male,59,Married,4,2 to 4,400,0,Sedan,Chevrolet,>7,20000 to 29000,External,7,2023,Aug,5,Monday,1,Urban,Policyholder,>30,No,No,Aug,5,Wednesday,>30,8131.216984,1
14290,All Perils,Male,58,Single,1,2 to 4,400,0,Sedan,Chevrolet,6,20000 to 29000,External,13,2023,May,4,Tuesday,1,Urban,Third Party,>30,No,No,May,4,Wednesday,>30,4148.845001,0
14291,Liability,Male,28,Single,4,2 to 4,400,0,Sport,Toyota,7,20000 to 29000,External,13,2023,May,3,Thursday,1,Urban,Policyholder,>30,No,No,May,3,Thursday,>30,5771.057973,0
14292,Collision,Male,58,Married,1,2 to 4,700,0,Sedan,Toyota,>7,20000 to 29000,External,7,2023,May,1,Friday,1,Rural,Policyholder,>30,No,No,May,2,Monday,>30,2807.341037,0
14293,Liability,Female,48,Married,4,>4,400,0,Sport,VW,>7,30000 to 39000,External,7,2023,May,1,Wednesday,1,Urban,Policyholder,>30,No,No,May,1,Wednesday,>30,11261.65277,0
14294,All Perils,Male,28,Married,4,2 to 4,400,0,Utility,Mazda,5,>69000,External,12,2023,May,1,Wednesday,1,Rural,Policyholder,>30,No,No,May,2,Thursday,>30,79417.32882,0
14296,All Perils,Male,44,Married,1,0,400,0,Sedan,Chevrolet,7,40000 to 59000,External,10,2023,Mar,4,Friday,1,Urban,Third Party,>30,No,No,Apr,1,Wednesday,>30,5319.929684,0
14297,All Perils,Male,56,Married,3,>4,400,0,Sedan,Chevrolet,7,20000 to 29000,External,6,2023,Mar,2,Friday,1,Urban,Policyholder,>30,No,No,Nov,3,Friday,>30,22769.15254,0
14298,Liability,Male,30,Married,1,2 to 4,400,0,Sport,Hyundai,6,20000 to 29000,External,3,2023,Mar,2,Thursday,1,Urban,Policyholder,>30,No,No,Mar,2,Thursday,>30,5251.805688,0
14299,Liability,Female,38,Married,1,0,400,0,Sport,Hyundai,7,20000 to 29000,External,9,2023,Mar,1,Sunday,1,Urban,Policyholder,>30,No,No,Mar,2,Thursday,>30,4120.887669,0
14300,All Perils,Female,38,Married,1,1,400,0,Sedan,Ford,7,30000 to 39000,External,12,2023,Mar,1,Wednesday,1,Rural,Third Party,>30,No,No,Mar,2,Monday,>30,72236.9158,0
