PolicyNumber,PolicyType,Sex,Age,MaritalStatus,DriverRating,PastClaims,Deductible,AddressChange,VehicleCategory,Make,VehicleAge,VehiclePrice,AgentType,RepNumber,Year,Month,Week,Day,CarsInvolved,CollisionArea,Fault,InforceAccident,WitnessPresent,PoliceReport,MonthClaimed,WeekClaimed,DayClaimed,InforceClaim,Claim,Fraud
8378,Collision,Male,31,Married,2,2 to 4,400,0,Sedan,Hyundai,7,30000 to 39000,External,1,2022,Dec,1,Sunday,1,Urban,Policyholder,>30,No,No,Dec,3,Friday,>30,85555.91624,1
8459,Collision,Male,57,Single,3,>4,400,0,Sedan,Hyundai,>7,30000 to 39000,External,2,2022,Dec,2,Wednesday,1,Urban,Policyholder,>30,No,No,Dec,3,Wednesday,>30,33258.21029,1
8466,All Perils,Female,30,Married,3,1,400,0,Sedan,Hyundai,6,<20000,External,6,2022,Dec,2,Wednesday,1,Urban,Policyholder,>30,No,No,Dec,2,Monday,>30,4427.23141,1
8496,All Perils,Male,59,Married,2,1,400,0,Sedan,Hyundai,6,<20000,External,8,2022,Dec,2,Saturday,1,Rural,Policyholder,>30,No,No,Dec,3,Monday,>30,5001.617764,1
8521,Collision,Male,50,Married,1,>4,400,0,Sedan,Mazda,>7,30000 to 39000,External,11,2022,Dec,2,Sunday,1,Urban,Policyholder,>30,No,Yes,Dec,4,Wednesday,>30,69841.76238,1
8522,Liability,Female,33,Married,1,>4,400,0,Sport,Mazda,7,20000 to 29000,External,3,2022,Dec,2,Sunday,1,Urban,Policyholder,>30,No,Yes,Dec,2,Monday,>30,36250.54795,1
8592,All Perils,Male,52,Married,2,2 to 4,400,0,Sedan,Acura,7,30000 to 39000,External,11,2022,Dec,2,Tuesday,1,Urban,Policyholder,>30,No,No,Feb,1,Thursday,>30,52494.33742,1
8604,Collision,Male,35,Single,3,0,400,0,Sedan,Toyota,6,20000 to 29000,External,15,2022,Dec,3,Wednesday,1,Urban,Policyholder,>30,No,No,Feb,2,Thursday,>30,8123.078216,1
8605,All Perils,Male,29,Married,1,2 to 4,400,0,Sedan,Hyundai,6,30000 to 39000,External,15,2022,Dec,3,Wednesday,1,Urban,Policyholder,>30,No,No,Jan,4,Friday,>30,90499.99411,1
8614,Collision,Male,47,Married,2,0,400,0,Sedan,Honda,>7,20000 to 29000,External,7,2022,Dec,3,Thursday,1,Urban,Policyholder,>30,No,No,Dec,4,Friday,>30,1603.948158,1
8630,Collision,Male,67,Married,3,>4,400,0,Sedan,Chevrolet,>7,30000 to 39000,External,10,2022,Dec,3,Thursday,1,Urban,Policyholder,>30,No,No,Dec,4,Wednesday,>30,31116.88636,1
8680,All Perils,Male,49,Married,2,0,400,0,Sedan,Hyundai,>7,<20000,External,14,2022,Dec,3,Sunday,1,Urban,Policyholder,>30,No,No,Dec,3,Monday,>30,8302.500167,1
8692,All Perils,Male,36,Single,1,0,400,0,Utility,Acura,7,>69000,External,14,2022,Dec,3,Monday,1,Urban,Policyholder,>30,No,No,Dec,5,Wednesday,>30,80258.15858,1
8694,Collision,Female,26,Married,2,2 to 4,400,0,Sedan,Toyota,5,30000 to 39000,External,12,2022,Dec,3,Monday,1,Urban,Policyholder,>30,No,No,Dec,3,Monday,>30,50004.75571,1
8703,All Perils,Male,34,Married,1,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,12,2022,Dec,3,Monday,1,Urban,Policyholder,>30,No,No,Jan,1,Monday,>30,5478.18095,1
8704,All Perils,Male,34,Single,2,2 to 4,400,0,Sedan,Saab,6,30000 to 39000,External,15,2022,Dec,3,Monday,1,Urban,Policyholder,>30,No,No,Dec,5,Wednesday,>30,64586.61862,1
8715,Liability,Male,22,Single,3,2 to 4,400,0,Sport,Toyota,4,20000 to 29000,External,6,2022,Dec,3,Tuesday,1,Urban,Policyholder,>30,No,No,Dec,4,Tuesday,>30,939.3497871,1
8770,All Perils,Male,44,Married,4,2 to 4,400,0,Sedan,Hyundai,7,<20000,External,7,2022,Dec,4,Friday,1,Urban,Policyholder,>30,No,No,Jan,2,Wednesday,>30,3710.477769,1
8831,Collision,Male,47,Married,1,2 to 4,400,0,Sedan,Honda,>7,20000 to 29000,External,12,2022,Dec,4,Sunday,1,Urban,Policyholder,>30,No,No,Feb,1,Monday,>30,1482.658078,1
8846,All Perils,Male,22,Single,4,2 to 4,400,0,Sedan,Hyundai,5,20000 to 29000,External,13,2022,Dec,4,Monday,1,Urban,Policyholder,>30,No,No,Dec,5,Thursday,>30,2231.588304,1
8855,All Perils,Male,38,Married,4,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,5,2022,Dec,4,Tuesday,1,Urban,Policyholder,>30,No,No,Jan,1,Tuesday,>30,6560.457173,1
8874,Collision,Male,27,Single,2,1,400,0,Sedan,Toyota,7,20000 to 29000,External,1,2022,Dec,4,Tuesday,1,Urban,Policyholder,>30,No,No,Jan,1,Thursday,>30,4413.58077,1
8876,Collision,Male,46,Married,4,0,400,0,Sport,Honda,>7,>69000,External,7,2022,Dec,4,Tuesday,1,Urban,Policyholder,>30,No,No,Jan,1,Friday,>30,70113.6427,1
8878,All Perils,Male,32,Married,1,1,400,0,Sedan,Hyundai,7,20000 to 29000,External,8,2022,Dec,5,Wednesday,1,Rural,Policyholder,>30,No,No,Jan,1,Wednesday,>30,8093.454213,1
8960,All Perils,Male,26,Married,4,1,400,0,Sedan,Toyota,4,<20000,External,10,2022,Dec,5,Friday,1,Urban,Policyholder,0,No,No,Jan,2,Wednesday,>30,4903.691712,1
8964,All Perils,Male,62,Married,1,0,400,0,Sedan,Honda,4,20000 to 29000,External,10,2022,Dec,5,Friday,1,Urban,Policyholder,>30,No,No,Jan,1,Tuesday,>30,9469.614715,1
9007,Collision,Male,34,Married,2,2 to 4,400,0,Sedan,Hyundai,5,20000 to 29000,External,12,2022,Dec,5,Saturday,1,Rural,Policyholder,>30,No,No,Jan,1,Wednesday,>30,660.6033083,1
9051,Collision,Female,29,Married,3,2 to 4,400,0,Sedan,Honda,5,>69000,External,14,2022,Jan,1,Monday,1,Urban,Policyholder,>30,No,Yes,Feb,1,Thursday,>30,54340.81203,1
9056,All Perils,Female,43,Married,2,0,400,0,Sedan,Hyundai,>7,<20000,External,6,2022,Jan,1,Monday,1,Urban,Policyholder,>30,No,No,Jan,1,Tuesday,>30,6283.303656,1
9071,Collision,Male,47,Single,1,0,400,0,Sedan,Toyota,>7,20000 to 29000,External,12,2022,Jan,1,Tuesday,1,Urban,Policyholder,>30,No,No,Jan,2,Tuesday,>30,5668.159102,1
9088,All Perils,Female,28,Single,3,0,400,0,Sedan,Mazda,7,20000 to 29000,External,9,2022,Jan,1,Wednesday,1,Urban,Policyholder,>30,No,No,Jan,3,Wednesday,>30,2021.028928,1
9111,All Perils,Male,29,Married,1,0,400,0,Sedan,Toyota,5,<20000,External,7,2022,Jan,1,Thursday,1,Rural,Policyholder,>30,No,No,Jan,2,Thursday,>30,1992.85307,1
9141,Collision,Male,49,Married,4,0,400,0,Sedan,Toyota,6,20000 to 29000,External,1,2022,Jan,2,Saturday,1,Urban,Policyholder,>30,No,No,Jan,2,Friday,>30,3043.784351,1
9143,Collision,Male,64,Married,3,0,400,0,Sedan,Acura,>7,40000 to 59000,External,2,2022,Jan,2,Saturday,1,Urban,Policyholder,>30,No,No,Jan,3,Thursday,>30,2025.543302,1
9144,Collision,Male,38,Married,1,2 to 4,400,0,Sedan,Honda,>7,20000 to 29000,External,3,2022,Jan,2,Saturday,3 to 4,Urban,Policyholder,>30,No,No,Jan,3,Wednesday,>30,3178.660992,1
9153,Collision,Male,54,Married,2,>4,400,0,Sedan,Hyundai,7,20000 to 29000,External,15,2022,Jan,2,Sunday,1,Rural,Policyholder,>30,No,No,Jan,2,Monday,>30,16886.38896,1
9162,Collision,Male,38,Single,4,2 to 4,400,0,Sedan,Acura,7,>69000,External,3,2022,Jan,2,Monday,1,Urban,Policyholder,>30,No,No,Jan,3,Tuesday,>30,53128.31394,1
9204,Collision,Male,35,Married,2,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,6,2022,Jan,2,Tuesday,1,Urban,Policyholder,>30,No,No,Jan,3,Friday,>30,1596.588304,1
9211,All Perils,Male,26,Married,4,2 to 4,400,0,Sedan,Hyundai,6,20000 to 29000,External,12,2022,Jan,2,Tuesday,1,Urban,Policyholder,>30,No,No,Feb,2,Friday,>30,8827.351402,1
9220,Collision,Male,32,Married,3,0,400,4 to 8,Sport,Honda,7,>69000,External,14,2022,Jan,2,Tuesday,2,Rural,Policyholder,>30,No,No,Jan,2,Tuesday,>30,78989.11144,1
9247,All Perils,Male,32,Married,3,0,400,0,Sedan,Chevrolet,6,20000 to 29000,External,2,2022,Jan,2,Wednesday,1,Urban,Policyholder,>30,No,No,Jan,3,Monday,>30,3173.269358,1
9263,Collision,Male,53,Married,2,2 to 4,400,0,Sedan,Mazda,>7,30000 to 39000,External,14,2022,Jan,2,Thursday,1,Urban,Policyholder,>30,No,No,Jan,3,Monday,>30,62457.76232,1
9269,All Perils,Male,50,Married,2,2 to 4,400,0,Sedan,Ford,>7,<20000,External,7,2022,Jan,2,Thursday,1,Urban,Policyholder,>30,No,No,Jan,4,Tuesday,>30,6514.899453,1
9270,Collision,Female,33,Married,4,>4,400,0,Sedan,Hyundai,6,20000 to 29000,External,9,2022,Jan,2,Friday,1,Urban,Policyholder,>30,No,No,Jan,4,Tuesday,>30,21916.43851,1
9283,Collision,Male,32,Single,1,2 to 4,500,1,Sedan,Toyota,6,20000 to 29000,External,10,2022,Jan,2,Friday,2,Urban,Policyholder,>30,No,No,Jan,3,Friday,>30,872.5848706,1
9288,All Perils,Male,44,Married,3,2 to 4,400,0,Sedan,Chevrolet,7,30000 to 39000,External,9,2022,Jan,3,Saturday,1,Urban,Policyholder,>30,No,No,Jan,4,Tuesday,>30,10176.01692,1
9300,All Perils,Male,35,Married,1,1,400,0,Sedan,Mazda,7,20000 to 29000,External,9,2022,Jan,3,Saturday,1,Urban,Policyholder,>30,No,No,Feb,1,Wednesday,>30,9502.020922,1
9351,All Perils,Male,26,Married,2,0,400,0,Sedan,Hyundai,7,<20000,External,2,2022,Jan,3,Tuesday,1,Urban,Policyholder,>30,No,No,Jan,3,Tuesday,>30,3665.962301,1
9352,Collision,Male,46,Married,3,>4,400,0,Utility,Chevrolet,7,>69000,External,13,2022,Jan,3,Tuesday,1,Urban,Policyholder,>30,No,No,Jan,3,Wednesday,>30,60381.51376,1
9440,All Perils,Male,72,Married,3,2 to 4,400,0,Sedan,Honda,>7,<20000,External,7,2022,Jan,3,Friday,1,Urban,Policyholder,>30,No,No,Jan,3,Friday,>30,3305.984908,1
9461,Collision,Male,29,Married,1,1,400,0,Sedan,Chevrolet,7,30000 to 39000,External,15,2022,Jan,4,Saturday,1,Rural,Policyholder,>30,No,No,Mar,1,Thursday,>30,50653.91045,1
9484,Collision,Female,49,Married,1,2 to 4,400,0,Sedan,Chevrolet,7,20000 to 29000,External,15,2022,Jan,4,Saturday,1,Urban,Policyholder,>30,No,No,Jan,4,Tuesday,>30,1671.463416,1
9510,Liability,Male,38,Married,2,2 to 4,400,0,Sport,Toyota,>7,30000 to 39000,External,11,2022,Jan,4,Sunday,1,Urban,Policyholder,>30,No,No,Jan,5,Monday,>30,50650.30854,1
9519,Collision,Male,32,Married,2,1,400,0,Sedan,Toyota,6,20000 to 29000,External,3,2022,Jan,4,Sunday,1,Urban,Policyholder,>30,No,No,Feb,2,Thursday,>30,1916.435874,1
9614,All Perils,Female,26,Single,2,2 to 4,400,0,Sedan,Hyundai,6,20000 to 29000,External,16,2022,Jan,4,Thursday,1,Urban,Policyholder,>30,No,No,Feb,1,Friday,>30,2429.480536,1
9670,Collision,Male,37,Married,4,2 to 4,400,0,Sport,Honda,7,>69000,External,12,2022,Jan,4,Friday,1,Urban,Policyholder,>30,No,No,Jan,5,Monday,>30,87808.1069,1
9809,All Perils,Male,51,Married,3,0,400,0,Sedan,Toyota,6,<20000,External,16,2022,Feb,1,Thursday,1,Urban,Policyholder,>30,No,No,Feb,1,Monday,>30,1339.743613,1
9814,Collision,Male,26,Married,4,1,400,0,Sedan,Chevrolet,6,30000 to 39000,External,9,2022,Feb,1,Thursday,1,Urban,Policyholder,>30,No,No,Feb,4,Thursday,>30,24296.09297,1
9842,Collision,Male,76,Married,2,0,400,0,Sport,Honda,>7,>69000,External,10,2022,Feb,1,Friday,1,Urban,Policyholder,>30,No,No,Feb,3,Wednesday,>30,60355.76165,1
9850,Collision,Male,27,Married,3,0,400,4 to 8,Sedan,Hyundai,6,30000 to 39000,External,13,2022,Feb,1,Saturday,2,Rural,Policyholder,>30,No,No,Apr,4,Tuesday,>30,3909.120915,1
9867,All Perils,Male,44,Married,1,0,400,0,Sedan,Mazda,7,>69000,External,8,2022,Feb,1,Sunday,1,Urban,Policyholder,>30,No,No,Feb,1,Monday,>30,57426.14892,1
9873,Collision,Male,29,Married,1,1,400,0,Sedan,Mazda,7,20000 to 29000,External,9,2022,Feb,1,Sunday,1,Urban,Policyholder,>30,No,No,Feb,1,Monday,>30,4826.527416,1
9874,Collision,Female,32,Single,3,2 to 4,400,0,Sedan,Hyundai,7,20000 to 29000,External,15,2022,Feb,1,Sunday,1,Urban,Policyholder,>30,No,No,Feb,3,Tuesday,>30,2645.287672,1
9880,Collision,Male,28,Married,3,0,400,0,Sedan,Honda,7,30000 to 39000,External,1,2022,Feb,1,Sunday,1,Urban,Policyholder,>30,No,No,Feb,2,Thursday,>30,4392.876957,1
9923,All Perils,Male,36,Married,4,2 to 4,400,0,Sedan,Mazda,7,20000 to 29000,External,7,2022,Feb,1,Monday,3 to 4,Urban,Policyholder,>30,No,No,Feb,1,Monday,>30,6544.577053,1
9929,All Perils,Female,32,Single,3,2 to 4,400,0,Sedan,Toyota,6,<20000,External,6,2022,Feb,2,Tuesday,1,Urban,Policyholder,>30,No,No,Feb,2,Thursday,>30,2130.089536,1
9946,All Perils,Male,30,Married,4,2 to 4,500,2 to 3,Sedan,Ford,7,40000 to 59000,External,5,2022,Nov,1,Saturday,1,Urban,Third Party,>30,No,No,Nov,2,Wednesday,>30,22262.93367,1
9947,Collision,Female,34,Married,1,>4,400,0,Sedan,Honda,7,20000 to 29000,External,7,2022,Feb,2,Tuesday,1,Urban,Policyholder,>30,No,No,Apr,1,Wednesday,>30,36802.45293,1
9986,All Perils,Male,51,Married,2,>4,400,0,Utility,Ford,7,>69000,External,2,2022,Feb,2,Wednesday,1,Urban,Policyholder,>30,No,No,Feb,3,Thursday,>30,59294.45557,1
9997,Collision,Male,30,Single,2,>4,500,2 to 3,Sedan,Hyundai,6,20000 to 29000,External,9,2022,Feb,2,Thursday,2,Urban,Policyholder,>30,No,No,Feb,3,Tuesday,>30,18108.96768,1
10016,All Perils,Female,33,Married,3,2 to 4,400,0,Sedan,Toyota,7,>69000,External,14,2022,Feb,2,Friday,1,Urban,Policyholder,>30,No,No,Feb,3,Thursday,>30,84229.61797,1
10031,Collision,Male,72,Married,2,2 to 4,400,0,Sedan,Toyota,>7,20000 to 29000,External,6,2022,Feb,2,Friday,1,Urban,Policyholder,>30,No,Yes,Feb,3,Friday,>30,1697.765871,1
10032,All Perils,Male,27,Single,2,0,400,0,Sedan,Toyota,6,<20000,External,9,2022,Feb,2,Friday,1,Urban,Policyholder,0,No,No,Feb,2,Saturday,>30,2984.396383,1
10088,Collision,Male,35,Single,4,2 to 4,400,0,Sedan,Honda,5,20000 to 29000,External,3,2022,Feb,2,Monday,1,Urban,Policyholder,>30,No,No,Mar,2,Friday,>30,9105.324047,1
10089,Collision,Male,64,Married,2,>4,400,0,Sedan,Mazda,6,30000 to 39000,External,11,2022,Feb,2,Monday,1,Urban,Policyholder,>30,No,No,Mar,1,Wednesday,>30,60355.76165,1
10101,Collision,Male,35,Married,2,0,400,0,Sedan,Mazda,6,20000 to 29000,External,6,2022,Feb,3,Tuesday,1,Rural,Policyholder,>30,No,No,Feb,4,Tuesday,>30,8792.724316,1
10117,All Perils,Male,17,Single,1,0,400,0,Utility,Honda,0,>69000,External,11,2022,Feb,3,Tuesday,1,Urban,Policyholder,>30,No,No,Feb,3,Thursday,>30,55057.67381,1
10125,All Perils,Male,36,Single,2,>4,400,0,Utility,Hyundai,7,40000 to 59000,External,13,2022,Feb,3,Wednesday,1,Urban,Policyholder,>30,No,No,Feb,3,Thursday,>30,59306.5346,1
10150,All Perils,Male,69,Married,1,2 to 4,500,2 to 3,Sedan,Hyundai,7,20000 to 29000,External,13,2022,Feb,3,Thursday,1,Urban,Policyholder,>30,No,No,Feb,3,Monday,>30,2513.476921,1
10154,All Perils,Male,49,Married,1,2 to 4,400,0,Sedan,Hyundai,>7,20000 to 29000,External,11,2022,Feb,3,Thursday,5 to 8,Urban,Policyholder,>30,No,No,Feb,3,Monday,>30,6656.328102,1
10156,All Perils,Male,41,Single,3,0,400,0,Sedan,Hyundai,7,>69000,External,14,2022,Feb,3,Thursday,1,Urban,Policyholder,>30,No,No,Feb,4,Monday,>30,73961.69079,1
10157,Collision,Male,35,Married,4,0,400,0,Sport,Honda,6,>69000,External,5,2022,Feb,3,Thursday,1,Urban,Policyholder,>30,No,No,Feb,3,Friday,>30,51938.49001,1
10184,All Perils,Male,61,Married,4,>4,400,0,Sedan,Acura,>7,30000 to 39000,External,8,2022,Feb,3,Saturday,1,Urban,Policyholder,>30,No,No,Feb,4,Thursday,>30,15798.18639,1
10223,Collision,Male,63,Married,1,0,400,0,Sport,Honda,7,>69000,External,12,2022,Feb,3,Sunday,1,Urban,Policyholder,>30,No,No,Feb,3,Sunday,>30,74447.16098,1
10252,All Perils,Male,35,Married,1,>4,500,2 to 3,Sedan,Hyundai,7,20000 to 29000,External,11,2022,Feb,3,Monday,1,Urban,Third Party,>30,No,No,Mar,5,Thursday,>30,28298.16651,1
10260,Collision,Male,41,Married,1,2 to 4,400,0,Sedan,Toyota,7,20000 to 29000,External,10,2022,Feb,4,Tuesday,1,Urban,Policyholder,>30,No,No,Feb,4,Thursday,>30,2178.049402,1
10289,All Perils,Male,33,Married,4,0,400,0,Sedan,Honda,7,20000 to 29000,External,9,2022,Feb,4,Thursday,1,Urban,Policyholder,>30,No,No,Mar,1,Monday,>30,2842.183161,1
10292,All Perils,Male,68,Single,1,>4,400,0,Sedan,Mazda,>7,20000 to 29000,External,3,2022,Feb,4,Thursday,3 to 4,Urban,Policyholder,>30,No,No,Feb,4,Friday,>30,33244.15057,1
10389,Collision,Male,63,Married,4,0,400,0,Sport,Mazda,>7,>69000,External,3,2022,Feb,4,Monday,1,Urban,Policyholder,>30,No,No,Mar,1,Monday,>30,51208.18744,1
10393,Collision,Male,30,Single,3,2 to 4,400,0,Sedan,Mazda,7,20000 to 29000,External,2,2022,Feb,4,Monday,1,Rural,Policyholder,>30,No,No,Mar,1,Wednesday,>30,9190.959361,1
10413,All Perils,Male,44,Married,3,1,400,0,Sedan,Honda,7,20000 to 29000,External,16,2022,Feb,4,Monday,1,Urban,Policyholder,>30,No,No,Mar,3,Tuesday,>30,5658.221462,1
10440,Collision,Female,54,Married,2,0,400,0,Sedan,Hyundai,6,20000 to 29000,External,1,2022,Mar,1,Wednesday,1,Rural,Policyholder,>30,No,No,Mar,2,Tuesday,>30,5251.805688,1
10442,Collision,Female,30,Single,2,0,400,0,Sedan,Mazda,6,20000 to 29000,External,10,2022,Mar,1,Wednesday,1,Urban,Policyholder,>30,No,No,Mar,1,Friday,>30,4585.112257,1
10447,All Perils,Male,60,Married,1,1,400,0,Sedan,Toyota,6,<20000,External,10,2022,Mar,1,Wednesday,1,Urban,Policyholder,>30,No,No,Mar,1,Wednesday,>30,6820.988457,1
10521,Collision,Male,41,Married,3,0,400,0,Sport,Mazda,7,>69000,External,12,2022,Mar,1,Saturday,1,Urban,Policyholder,>30,No,No,Mar,1,Monday,>30,61508.90773,1
10530,Liability,Male,45,Married,2,1,400,0,Sport,Hyundai,7,20000 to 29000,External,5,2022,Mar,1,Saturday,1,Urban,Policyholder,>30,No,No,Mar,2,Thursday,>30,3851.82736,1
10557,All Perils,Female,40,Single,1,0,400,1,Sedan,VW,7,20000 to 29000,External,9,2022,Mar,1,Sunday,1,Urban,Policyholder,>30,No,No,Mar,3,Monday,>30,8430.397857,1
10630,Collision,Male,45,Married,3,2 to 4,400,0,Sedan,Toyota,7,20000 to 29000,External,11,2022,Mar,2,Tuesday,1,Urban,Policyholder,>30,No,No,Mar,2,Thursday,>30,3481.99293,1
10668,Collision,Male,35,Married,4,0,400,0,Sport,Honda,6,>69000,External,9,2022,Mar,2,Wednesday,1,Urban,Policyholder,>30,No,No,Apr,1,Wednesday,>30,50374.28267,1
10699,Collision,Female,36,Married,4,2 to 4,400,0,Sedan,Hyundai,6,30000 to 39000,Internal,10,2022,Mar,2,Thursday,1,Urban,Policyholder,>30,No,No,Mar,5,Tuesday,>30,14956.11691,1
10703,Collision,Male,39,Married,3,0,400,0,Sedan,Toyota,7,20000 to 29000,External,15,2022,Mar,2,Friday,1,Urban,Policyholder,>30,No,No,Mar,2,Monday,>30,3081.91071,1
10711,Collision,Female,31,Single,4,0,500,2 to 3,Sedan,Hyundai,6,20000 to 29000,External,7,2022,May,5,Wednesday,2,Urban,Third Party,>30,No,No,Jun,1,Friday,>30,5594.280051,1
10733,Collision,Male,26,Single,2,2 to 4,400,0,Sedan,Hyundai,6,20000 to 29000,External,6,2022,Mar,2,Saturday,1,Urban,Policyholder,>30,No,Yes,Mar,4,Monday,>30,9588.196554,1
10749,Collision,Male,39,Married,4,2 to 4,400,0,Sedan,Toyota,>7,20000 to 29000,External,16,2022,Mar,2,Saturday,1,Urban,Policyholder,>30,No,No,Mar,3,Tuesday,>30,3654.534735,1
10772,Collision,Male,40,Married,4,1,400,0,Sedan,Mazda,5,>69000,External,5,2022,Mar,2,Sunday,1,Urban,Policyholder,>30,No,No,Mar,3,Wednesday,>30,50201.42845,1
10838,All Perils,Male,53,Single,1,1,400,0,Sedan,Honda,>7,20000 to 29000,External,2,2022,Mar,3,Wednesday,1,Urban,Policyholder,>30,No,No,Mar,4,Wednesday,>30,2022.227813,1
10846,Collision,Male,41,Married,3,2 to 4,400,0,Sedan,Honda,>7,20000 to 29000,External,9,2022,Mar,3,Wednesday,1,Urban,Policyholder,>30,No,No,Mar,3,Wednesday,>30,5089.422199,1
10851,Collision,Male,28,Married,1,2 to 4,700,0,Sedan,Chevrolet,7,20000 to 29000,External,14,2022,Mar,3,Thursday,1,Rural,Policyholder,>30,No,No,Mar,3,Monday,>30,3017.24507,1
10874,Collision,Male,36,Married,1,2 to 4,400,0,Sedan,Acura,7,>69000,External,14,2022,Mar,3,Friday,1,Urban,Policyholder,>30,No,No,Mar,4,Tuesday,>30,69841.76238,1
10877,All Perils,Male,55,Married,4,1,400,0,Utility,Ford,>7,>69000,External,9,2022,Mar,3,Friday,1,Rural,Policyholder,>30,No,No,Mar,4,Wednesday,>30,52464.39918,1
10879,Collision,Male,35,Married,1,1,400,4 to 8,Sedan,Honda,6,20000 to 29000,External,5,2022,Mar,3,Friday,2,Urban,Policyholder,>30,No,No,Mar,4,Wednesday,>30,6729.985724,1
10896,All Perils,Male,53,Married,1,>4,400,0,Sedan,Hyundai,>7,>69000,External,4,2022,Mar,3,Sunday,1,Urban,Policyholder,>30,No,No,Mar,4,Monday,>30,52000.15754,1
10900,All Perils,Male,26,Married,3,0,400,4 to 8,Utility,Acura,7,>69000,External,13,2022,Mar,3,Sunday,2,Urban,Policyholder,>30,No,No,Mar,3,Monday,>30,66415.6927,1
10904,Collision,Male,36,Married,3,1,400,0,Sedan,Mazda,>7,30000 to 39000,External,13,2022,Mar,3,Monday,1,Urban,Policyholder,>30,No,No,Mar,4,Tuesday,>30,10327.84722,1
10917,All Perils,Male,51,Married,1,0,400,0,Sedan,Honda,3,30000 to 39000,External,2,2022,Mar,3,Monday,1,Rural,Policyholder,>30,No,No,Mar,4,Friday,>30,4216.016807,1
10928,Collision,Male,27,Married,3,2 to 4,400,0,Sedan,Mazda,5,20000 to 29000,External,15,2022,Mar,3,Monday,1,Urban,Policyholder,>30,No,No,Mar,4,Tuesday,>30,6925.985547,1
10931,Collision,Male,60,Married,4,1,400,0,Sedan,Toyota,6,30000 to 39000,External,10,2022,Mar,4,Tuesday,1,Urban,Policyholder,>30,No,No,Mar,4,Thursday,>30,21536.90468,1
10933,Collision,Male,58,Married,3,0,400,0,Sedan,Mazda,7,20000 to 29000,External,8,2022,Mar,4,Tuesday,1,Urban,Policyholder,>30,No,No,Mar,4,Wednesday,>30,3919.846899,1
11034,Collision,Male,64,Married,4,2 to 4,400,0,Utility,Hyundai,>7,>69000,External,8,2022,Mar,4,Friday,1,Urban,Policyholder,>30,No,No,Mar,5,Thursday,>30,50754.80403,1
11079,All Perils,Male,28,Married,4,2 to 4,400,0,Sedan,Mazda,6,20000 to 29000,External,6,2022,Mar,4,Sunday,1,Urban,Policyholder,>30,No,No,Apr,4,Wednesday,>30,8011.873634,1
11087,Collision,Male,49,Married,1,>4,400,0,Sedan,Acura,>7,30000 to 39000,External,9,2022,Mar,4,Sunday,1,Urban,Policyholder,>30,No,No,Mar,5,Wednesday,>30,57741.21514,1
11124,All Perils,Female,37,Single,4,0,400,0,Sedan,Hyundai,7,<20000,External,11,2022,Mar,5,Wednesday,1,Urban,Policyholder,>30,No,No,Apr,1,Wednesday,>30,6864.350133,1
11140,Collision,Male,39,Married,3,>4,400,0,Sedan,Hyundai,>7,20000 to 29000,External,5,2022,Mar,5,Wednesday,1,Urban,Policyholder,>30,No,No,Mar,5,Thursday,>30,30078.76558,1
11177,Collision,Male,62,Married,1,1,400,0,Sedan,Mazda,7,20000 to 29000,External,13,2022,Apr,1,Saturday,1,Urban,Policyholder,>30,No,No,Apr,2,Monday,>30,6893.215516,1
11186,All Perils,Male,28,Married,3,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,14,2022,Apr,1,Saturday,1,Urban,Policyholder,>30,No,No,Apr,1,Wednesday,>30,1279.788834,1
11189,All Perils,Male,50,Married,2,0,400,0,Sedan,Toyota,>7,<20000,External,5,2022,Apr,1,Saturday,1,Urban,Policyholder,>30,No,No,May,2,Monday,>30,8458.766072,1
11211,Collision,Male,28,Single,1,0,400,0,Sedan,Honda,7,20000 to 29000,External,8,2022,Apr,1,Sunday,1,Rural,Policyholder,>30,No,No,Apr,3,Monday,>30,4776.056023,1
11267,All Perils,Male,40,Single,1,0,400,0,Sedan,Ford,7,40000 to 59000,External,14,2022,Apr,1,Monday,1,Urban,Policyholder,>30,No,No,Apr,1,Monday,>30,8579.43817,1
11290,All Perils,Male,48,Married,1,1,400,0,Utility,Hyundai,7,>69000,External,6,2022,Apr,1,Tuesday,1,Urban,Policyholder,>30,No,No,Apr,1,Thursday,>30,66390.23369,1
11313,All Perils,Male,33,Married,3,1,400,0,Sedan,Chevrolet,7,>69000,External,1,2022,Apr,1,Wednesday,1,Urban,Policyholder,>30,No,No,Apr,1,Thursday,>30,55057.67381,1
11345,Collision,Male,43,Married,1,0,400,0,Sedan,Hyundai,>7,30000 to 39000,External,7,2023,Apr,1,Thursday,1,Urban,Policyholder,>30,No,No,Apr,2,Tuesday,>30,4614.032026,1
11349,Collision,Male,48,Married,4,0,400,0,Sedan,Toyota,7,20000 to 29000,External,11,2023,Apr,1,Thursday,1,Urban,Policyholder,>30,No,No,Apr,2,Friday,>30,1462.330735,1
11363,Liability,Male,64,Married,2,>4,400,0,Sport,Chevrolet,>7,20000 to 29000,External,13,2023,Apr,2,Friday,1,Urban,Policyholder,>30,No,No,May,1,Wednesday,>30,11960.89138,1
